,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
332,2019,2,Santa Fe,321000,8427,300124,125176,129741,100131,49865,22323,736108
333,2019,2,Santiago Del Estero,39000,1832,63268,21362,3741,108000,1205,34501,126056
334,2019,2,Tierra Del Fuego,6000,123000,41824,4241,1573,96000,32,0,47895
335,2019,2,Tucumán,16000,157000,78891,44296,24291,628000,18394,0,166673
336,2019,1,Buenos Aires,162513,72296,1429964,202511,576428,576859,705769,6369,3732709
337,2019,1,Capital Federal,74000,7417,283787,131007,330122,365713,283463,0,1401583
338,2019,1,Catamarca,34000,1708,18761,6443,5606,29000,7,2151,34739
339,2019,1,Chaco,69000,3801,38719,25632,18965,12393,6368,1035,106982
340,2019,1,Chubut,66000,3938,71077,6571,787000,74000,165,0,82678
341,2019,1,Córdoba,81000,20403,242769,96997,200681,127965,50716,6806,746418
342,2019,1,Corrientes,10000,6470,38402,26562,15498,9688,5029,0,101659
343,2019,1,Entre Ríos,18000,9217,107013,50068,28957,18146,7619,12142,233180
344,2019,1,Formosa,1110,3023,23085,5301,9027,2099,1654,0,45299
345,2019,1,Jujuy,27000,2817,30727,7811,4021,30000,1141,37162,83736
346,2019,1,La Pampa,236000,8327,70538,4466,1061,1354,405,698000,87085
347,2019,1,La Rioja,9000,1169,40285,4088,5216,17000,869,0,51653
348,2019,1,Mendoza,20000,1786,205383,2837,5702,111000,140,0,215979
349,2019,1,Misiones,47000,5946,45266,25890,19111,16552,5167,7654,125633
350,2019,1,Neuquén,1328,3055,52360,1781,21452,17135,11026,6105,114242
351,2019,1,Río Negro,384000,1583,84845,2037,13615,9567,5076,3719,120826
352,2019,1,Salta,49000,4232,59244,36473,22910,10861,2242,1000,136012
353,2019,1,San Juan,22000,229000,62380,266000,520000,3000,2,560000,63982
354,2019,1,San Luis,57000,120000,21380,53214,345000,6000,2,23577,98701
355,2019,1,Santa Cruz,25000,128000,21990,2731,702000,26000,4,0,25606
356,2019,1,Santa Fe,333000,29350,296798,122959,153212,74575,36502,18591,732320
357,2019,1,Santiago Del Estero,39000,3372,62895,20691,3959,85000,494,0,91535
358,2019,1,Tierra Del Fuego,6000,131000,38851,3623,641000,80000,29,0,43361
359,2019,1,Tucumán,16000,5188,82240,42877,26210,847000,14839,0,172217
360,2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125,3636606
361,2018,4,Capital Federal,74000,7388,283281,143309,330496,437662,186810,0,1389020
362,2018,4,Catamarca,34000,1669,17955,6425,5461,29000,7,2003,33583
363,2018,4,Chaco,69000,3405,36437,25633,18965,12393,6368,0,103270
364,2018,4,Chubut,66000,3917,66061,6215,531000,623000,165,1144,78722
365,2018,4,Córdoba,81000,24102,228475,97277,201639,128053,48809,8903,737339
366,2018,4,Corrientes,10000,6438,37376,26562,15498,9688,5029,0,100601
367,2018,4,Entre Ríos,18000,8769,94780,50027,29002,18146,7612,13693,222047
368,2018,4,Formosa,1110,3074,22962,5285,9027,2092,1654,0,45204
369,2018,4,Jujuy,27000,2803,30727,7811,4021,30000,1141,43573,90133
370,2018,4,La Pampa,241000,7727,70508,3661,978000,1328,270,923000,85636
371,2018,4,La Rioja,9000,1164,40285,4088,5216,17000,869,3000,51651
372,2018,4,Mendoza,20000,1463,197450,2494,4726,19000,132,0,206304
373,2018,4,Misiones,47000,5981,43267,26019,19226,16566,5167,0,116273
374,2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287,114365
375,2018,4,Río Negro,384000,1225,83412,643000,13440,9569,5070,3094,116837
376,2018,4,Salta,49000,3659,58492,36365,22910,10861,2242,0,134578
377,2018,4,San Juan,22000,1465,59811,180000,312000,1000,1,606000,62398
378,2018,4,San Luis,57000,109000,19164,53183,119000,62000,2,23635,96331
379,2018,4,Santa Cruz,25000,115000,23107,779000,206000,1000,4,531000,24768
380,2018,4,Santa Fe,335000,31397,276301,121009,152039,74432,36427,28450,720390
381,2018,4,Santiago Del Estero,39000,3250,61347,20127,3686,77000,483,326000,89335
382,2018,4,Tierra Del Fuego,6000,27000,29919,6323,9894,24000,67,0,46260
383,2018,4,Tucumán,16000,5244,82089,42766,26111,847000,14839,92000,172004
384,2018,3,Buenos Aires,991000,80459,1445733,190805,636090,897964,237248,120464,3609754
385,2018,3,Capital Federal,73000,8493,287919,147253,370677,415020,165055,0,1394490
386,2018,3,Catamarca,34000,1994,18475,6358,5320,34000,7,2151,34373
387,2018,3,Chaco,70000,3503,38729,24916,20335,11085,5667,1035,105340
388,2018,3,Chubut,67000,3951,91096,6162,531000,623000,164,0,102594
389,2018,3,Córdoba,81000,24767,224471,96372,221984,109333,39854,6490,723352
390,2018,3,Corrientes,11000,6754,38364,24953,16601,8357,4419,0,99459
391,2018,3,Entre Ríos,18000,9048,96095,45651,31353,15111,6786,0,204062
392,2018,3,Formosa,1110,3365,22624,5259,9336,1729,1434,0,44857
393,2018,3,Jujuy,345000,3020,29048,7756,4066,39000,623,0,44897
394,2018,3,La Pampa,242000,8417,68507,3153,920000,1189,216,698000,83342
395,2018,3,La Rioja,9000,1291,40647,4138,5425,20000,339,0,51869
396,2018,3,Mendoza,20000,1525,199297,2476,4727,27000,129,0,208201
397,2018,3,Misiones,48000,5749,39617,24747,21212,14674,4547,0,110594
398,2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105,115935
399,2018,3,Río Negro,409000,5221,75929,512000,14912,8470,4332,3719,113504
400,2018,3,Salta,116000,3721,61795,32782,25582,9224,502,0,133722
401,2018,3,San Juan,22000,1326,62525,180000,312000,3000,1,0,64369
402,2018,3,San Luis,57000,109000,19170,52940,119000,63000,2,1902,74362
403,2018,3,Santa Cruz,26000,116000,32815,778000,206000,1000,3,0,33945
404,2018,3,Santa Fe,467000,36786,269211,115907,162545,62479,31266,13911,692572
405,2018,3,Santiago Del Estero,41000,2550,60260,19116,3806,64000,265,0,86102
406,2018,3,Tierra Del Fuego,6000,187000,41569,2270,231000,24000,13,0,44300
407,2018,3,Tucumán,16000,5993,81559,43282,27062,941000,12187,0,171040
408,2018,2,Buenos Aires,1008,81354,1459443,295457,816056,536049,199589,113357,3502314
409,2018,2,Capital Federal,73000,9234,290291,219166,445345,264805,142253,0,1371167
410,2018,2,Catamarca,34000,2414,14624,6112,4347,36000,6,6500,34073
411,2018,2,Chaco,70000,2968,34167,24282,21887,9251,4630,1035,98290
412,2018,2,Chubut,67000,4471,85598,5369,4000,5000,9,5010,100533
413,2018,2,Córdoba,81000,21779,219630,102596,244291,78852,34950,8109,710289
414,2018,2,Corrientes,11000,7047,38268,24066,17926,6780,3862,0,97960
415,2018,2,Entre Ríos,18000,8179,94459,44570,34281,12012,5920,0,199439
416,2018,2,Formosa,1110,3568,22409,5176,9727,1313,1243,0,44546
417,2018,2,Jujuy,345000,3320,29319,8083,3977,44000,7,0,45095
418,2018,2,La Pampa,244000,8797,68083,2409,965000,969000,179,698000,82344
419,2018,2,La Rioja,9000,1384,40679,4198,5640,20000,15,0,51945
420,2018,2,Mendoza,20000,1658,164596,515000,266000,17000,72,33788,200932
421,2018,2,Misiones,48000,6092,39489,23569,23747,11888,3866,0,108699
422,2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,114668
423,2018,2,Río Negro,409000,5298,75056,523000,16480,6663,3725,3975,112129
424,2018,2,Salta,116000,3990,61763,33285,28431,7239,182,0,135006
425,2018,2,San Juan,22000,1378,57591,11000,0,3000,0,5068,64073
426,2018,2,San Luis,57000,101000,11992,11000,0,7000,2,9284,21454
427,2018,2,Santa Cruz,26000,120000,28600,655000,100000,1000,3,4267,33772
428,2018,2,Santa Fe,744000,34267,262603,112143,175540,50525,26512,22257,684591
429,2018,2,Santiago Del Estero,41000,2717,41362,18721,3278,31000,31,17589,83770
430,2018,2,Tierra Del Fuego,6000,188000,40912,2217,75000,0,0,107000,43505
431,2018,2,Tucumán,16000,6735,79899,44968,27059,1084,8784,1305,169850
432,2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700
433,2018,1,Capital Federal,89000,10039,292566,222737,487826,227953,127384,0,1368594
434,2018,1,Catamarca,34000,2896,14770,6145,3539,41000,4,6500,33929
435,2018,1,Chaco,70000,3261,32516,24488,23296,8219,3897,1035,96782
436,2018,1,Chubut,67000,4314,83161,5358,4000,5000,9,5010,97928
437,2018,1,Córdoba,281000,23922,222815,104300,266259,57137,29228,10049,713991
438,2018,1,Corrientes,11000,5005,37152,24038,19068,5890,3256,0,94420
439,2018,1,Entre Ríos,18000,8861,90080,45599,37401,9818,5071,0,196848
440,2018,1,Formosa,1110,3803,10092,5117,10061,1091,1046,0,32320
441,2018,1,Jujuy,345000,4807,27219,8044,3925,49000,4,0,44393
442,2018,1,La Pampa,245000,8119,67104,1616,1076,614000,98,3503,82375
443,2018,1,La Rioja,9000,1485,40680,4217,5831,19000,1,0,52242
444,2018,1,Mendoza,20000,1662,164599,501000,266000,19000,72,33788,200927
445,2018,1,Misiones,48000,4700,35820,23291,26223,10241,3219,0,103542
446,2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,116746
447,2018,1,Río Negro,409000,5333,74894,530000,17997,4972,3129,3975,111239
448,2018,1,Salta,116000,4459,60334,33088,30771,5145,88,0,134001
449,2018,1,San Juan,22000,1058,57078,11000,0,3000,0,5068,63240
450,2018,1,San Luis,57000,101000,11920,11000,0,7000,2,9284,21382
451,2018,1,Santa Cruz,26000,120000,28600,655000,100000,1000,3,4267,33772
452,2018,1,Santa Fe,1359,33639,262008,108576,188900,39589,22801,23181,680053
453,2018,1,Santiago Del Estero,41000,2910,41298,18914,3449,33000,2,17589,84236
454,2018,1,Tierra Del Fuego,6000,307000,33987,2000,0,0,0,107000,34409
455,2018,1,Tucumán,16000,7472,78811,45675,26405,1218,7082,1305,167984
456,2017,4,Buenos Aires,3865,55046,1551194,264645,712513,335140,151747,114182,3188332
457,2017,4,Capital Federal,314000,31411,517018,284040,458120,178396,114939,0,1584238
458,2017,4,Catamarca,34000,3182,15315,5904,2927,43000,2,2151,29558
459,2017,4,Chaco,70000,3432,37144,24088,20123,7290,3289,1035,96471
460,2017,4,Chubut,67000,4313,83676,5355,7000,5000,9,0,93432
461,2017,4,Córdoba,291000,25411,280837,102892,217602,40898,24251,8429,700611
462,2017,4,Corrientes,11000,5220,41080,23686,16046,5053,2675,0,93771
463,2017,4,Entre Ríos,1685,9078,95466,45189,30010,7958,4113,0,193499
464,2017,4,Formosa,1110,4061,13220,4867,6996,977000,824,0,32055
465,2017,4,Jujuy,345000,5364,26566,7721,3507,44000,3,0,43550
466,2017,4,La Pampa,310000,8729,66053,1227,792000,391000,81,3503,81086
467,2017,4,La Rioja,9000,1488,40777,4083,5813,22000,3,0,52195
468,2017,4,Mendoza,26000,1656,177646,438000,278000,29000,81,0,180154
469,2017,4,Misiones,1053,3900,41723,23131,22262,9091,2735,0,103895
470,2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105,115843
471,2017,4,Río Negro,409000,5598,81078,485000,12502,3447,2440,3719,109678
472,2017,4,Salta,636000,4275,73284,32842,18968,3559,84,0,133648
473,2017,4,San Juan,22000,1062,57525,9000,0,2000,2,0,58622
474,2017,4,San Luis,59000,101000,12822,8000,0,1000,7,1902,14900
475,2017,4,Santa Cruz,68000,78000,29073,655000,100000,1000,3,0,29978
476,2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964
477,2017,4,Santiago Del Estero,41000,3091,43544,18773,3359,32000,2,0,68842
478,2017,4,Tierra Del Fuego,6000,310000,31334,2000,0,0,0,0,31652
479,2017,4,Tucumán,105000,8164,78750,45241,24318,1303,4367,0,162248
480,2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0,3028468
481,2017,3,Capital Federal,283000,33924,590689,311411,426300,120675,91917,0,1575199
482,2017,3,Catamarca,52000,3204,15383,5758,2563,50000,1,0,27011
483,2017,3,Chaco,95000,3496,40059,23008,20307,3827,2004,0,92796
484,2017,3,Chubut,436000,3989,71843,2336,3000,0,0,0,78607
485,2017,3,Córdoba,327000,26154,309161,100113,189302,38131,16741,0,679929
486,2017,3,Corrientes,24000,5629,44305,22785,15576,2635,1607,0,92561
487,2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185501
488,2017,3,Formosa,1063,3716,13752,5187,6056,899000,459,0,31132
489,2017,3,Jujuy,337000,5723,26835,7369,2962,41000,2,0,43269
490,2017,3,La Pampa,343000,8244,64794,855000,588000,327000,51,0,75202
491,2017,3,La Rioja,16000,1497,40882,3899,5604,23000,3,0,51924
492,2017,3,Mendoza,32000,95000,158461,115000,67000,29000,19,0,158818
493,2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0,100526
494,2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,109276
495,2017,3,Río Negro,422000,5641,83900,306000,10116,2965,1659,0,105009
496,2017,3,Salta,645000,4494,78830,32433,14620,2315,63,0,133400
497,2017,3,San Juan,31000,1077,57582,1000,0,2000,2,0,58695
498,2017,3,San Luis,63000,3000,12325,7000,0,1000,7,0,12406
499,2017,3,Santa Cruz,188000,23000,29102,542000,66000,33000,1,0,29955
500,2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,624462
501,2017,3,Santiago Del Estero,69000,3288,40435,18489,3047,30000,2,0,65360
502,2017,3,Tierra Del Fuego,9000,297000,33858,0,0,0,0,0,34164
503,2017,3,Tucumán,109000,8948,83070,45302,20514,1361,655,0,159959
504,2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,2976720
505,2017,2,Capital Federal,556000,35663,726223,304970,378571,80234,37977,0,1564194
506,2017,2,Catamarca,15000,3318,15655,5325,2342,47000,1,0,26703
507,2017,2,Chaco,191000,3733,42590,22349,18044,3157,545,0,90609
508,2017,2,Chubut,403000,4186,73760,1880,0,0,0,0,80229
509,2017,2,Córdoba,251000,26862,370865,88479,146683,20351,5069,0,658560
510,2017,2,Corrientes,15000,5912,46483,21776,13043,2218,647,0,90094
511,2017,2,Entre Ríos,1680,7944,104422,41800,23524,2604,823,0,182797
512,2017,2,Formosa,1486,3419,14787,4795,4583,749000,139,0,29958
513,2017,2,Jujuy,311000,5877,26915,6974,2538,42000,1,0,42658
514,2017,2,La Pampa,356000,8633,59045,558000,336000,244000,21,0,69193
515,2017,2,La Rioja,9000,1554,9304,3599,1796,24000,2,0,16288
516,2017,2,Mendoza,109000,24000,177203,92000,50000,5000,22,0,177505
517,2017,2,Misiones,1010,4447,47244,22033,21599,2892,570,0,99796
518,2017,2,Neuquén,1542,1395,81272,849000,18051,4774,1703,0,109586
519,2017,2,Río Negro,973000,5606,88085,245000,7990,1921,559,0,105379
520,2017,2,Salta,594000,4719,67576,23185,11333,1068,76,0,108551
521,2017,2,San Juan,15000,193000,58588,0,0,0,4,0,58800
522,2017,2,San Luis,8000,4000,14014,0,0,1000,2,0,14029
523,2017,2,Santa Cruz,188000,24000,30913,541000,66000,33000,0,0,31765
524,2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0,567004
525,2017,2,Santiago Del Estero,26000,3539,20384,6432,2802,16000,0,0,33199
526,2017,2,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0,35710
527,2017,2,Tucumán,96000,9236,83342,42536,17788,1371,21,0,154390
528,2017,1,Buenos Aires,6017,83918,2057698,402315,523539,90937,22299,0,3186724
529,2017,1,Capital Federal,510000,1409,678922,218487,277195,66536,19881,0,1262940
530,2017,1,Catamarca,15000,3328,15861,4901,2161,49000,0,0,26315
531,2017,1,Chaco,191000,3835,44544,21467,15671,3025,314,0,89047
532,2017,1,Chubut,401000,4182,73759,1808,0,0,0,0,80150
533,2017,1,Córdoba,50000,28732,391556,82011,118643,19035,2071,0,642098
534,2017,1,Corrientes,15000,6040,48149,20586,11468,2044,303,0,88605
535,2017,1,Entre Ríos,1680,8080,108379,39146,20562,2254,317,0,180418
536,2017,1,Formosa,1535,3538,15473,4446,4058,635000,22,0,29707
537,2017,1,Jujuy,330000,6213,27824,6486,2306,44000,0,0,43203
538,2017,1,La Pampa,362000,9279,57739,331000,192000,165000,11,0,68079
539,2017,1,La Rioja,9000,1578,9486,3409,1718,22000,2,0,16224
540,2017,1,Mendoza,106000,15000,177201,86000,50000,5000,22,0,177485
541,2017,1,Misiones,1010,4665,45950,23847,19356,2627,166,0,97621
542,2017,1,Neuquén,1547,1418,83813,902000,15130,4223,458,0,107491
543,2017,1,Río Negro,986000,5647,89622,246000,6738,1594,200,0,105033
544,2017,1,Salta,579000,4861,70922,21554,9386,267000,74,0,107643
545,2017,1,San Juan,8000,192000,58588,0,0,0,4,0,58792
546,2017,1,San Luis,8000,4000,14014,0,0,1000,2,0,14029
547,2017,1,Santa Cruz,190000,23000,31078,474000,68000,30000,0,0,31863
548,2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0,562613
549,2017,1,Santiago Del Estero,26000,3772,21659,6218,2786,17000,0,0,34478
550,2017,1,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0,35710
551,2017,1,Tucumán,96000,9682,86470,39155,15951,1383,13,0,152750
552,2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0,3138541
553,2016,4,Capital Federal,517000,1477,704324,225723,264582,53506,16756,0,1266885
554,2016,4,Catamarca,15000,3478,16519,4889,2077,54000,0,0,27032
555,2016,4,Chaco,191000,3983,45634,21323,14887,2586,250,0,88854
556,2016,4,Chubut,401000,4493,73951,1352,0,0,0,0,80197
557,2016,4,Córdoba,50000,29380,404645,77966,108368,15458,1606,0,637473
558,2016,4,Corrientes,15000,6109,48995,20187,10908,1645,234,0,88093
559,2016,4,Entre Ríos,1680,8253,110296,38491,19509,1801,280,0,180310
560,2016,4,Formosa,1573,3519,15791,4114,3855,649000,17,0,29518
561,2016,4,Jujuy,303000,6225,27778,6143,2134,43000,0,0,42626
562,2016,4,La Pampa,368000,9789,56694,16000,335000,132000,11,0,67345
563,2016,4,La Rioja,9000,1646,9635,3334,1675,13000,3,0,16315
564,2016,4,Mendoza,114000,16000,177194,79000,49000,5000,20,0,177477
565,2016,4,Misiones,1010,4783,47454,23433,18371,2215,126,0,97392
566,2016,4,Neuquén,1539,1406,84859,792000,14153,3073,271,0,106093
567,2016,4,Río Negro,998000,2953,92967,248000,6317,1174,122,0,104779
568,2016,4,Salta,577000,5027,71636,20787,8611,239000,70,0,106947
569,2016,4,San Juan,8000,220000,58608,0,0,0,4,0,58840
570,2016,4,San Luis,8000,4000,14014,0,0,1000,2,0,14029
571,2016,4,Santa Cruz,189000,23000,31369,342000,80000,10000,0,0,32013
572,2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0,561542
573,2016,4,Santiago Del Estero,26000,3925,22246,6178,2664,15000,0,0,35054
574,2016,4,Tierra Del Fuego,16000,285000,35409,0,0,0,0,0,35710
575,2016,4,Tucumán,96000,10021,87994,37721,14389,1400,10,0,151631
576,2016,3,Buenos Aires,5856,107945,2148475,393530,399116,52900,13318,0,3121140
577,2016,3,Capital Federal,331000,995000,759028,208249,240856,38341,13886,0,1261686
578,2016,3,Catamarca,15000,4038,16183,4845,1853,50000,0,0,26984
579,2016,3,Chaco,190000,5227,46821,21193,13746,2021,217,0,89416
580,2016,3,Chubut,466000,5190,74375,674000,0,0,0,0,80705
581,2016,3,Córdoba,48000,41329,415075,75988,99225,11691,1322,0,644678
582,2016,3,Corrientes,15000,7425,49471,19956,10006,1263,210,0,88346
583,2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0,181226
584,2016,3,Formosa,1723,4277,15581,3964,3658,648000,10,0,29861
585,2016,3,Jujuy,286000,6878,27425,5943,1978,31000,0,0,42541
586,2016,3,La Pampa,374000,10187,55792,15000,224000,114000,11,0,66717
587,2016,3,La Rioja,9000,2349,9686,3316,1562,11000,2,0,16935
588,2016,3,Mendoza,37000,10000,178186,73000,48000,5000,17,0,178376
589,2016,3,Misiones,1010,6030,48871,23394,17043,1559,91,0,97998
590,2016,3,Neuquén,1531,1527,87404,680000,12541,2118,225,0,106026
591,2016,3,Río Negro,1006,6026,90689,207000,5953,790000,99,0,104771
592,2016,3,Salta,1107,6922,71214,20229,8099,197000,50,0,107818
593,2016,3,San Juan,8000,245000,58577,0,0,0,2,0,58832
594,2016,3,San Luis,7000,4000,14077,0,0,1000,2,0,14091
595,2016,3,Santa Cruz,189000,22000,31904,221000,52000,9000,0,0,32397
596,2016,3,Santa Fe,3958,49501,360606,72657,69864,10210,1308,0,568104
597,2016,3,Santiago Del Estero,26000,5097,22747,6216,2497,9000,0,0,36592
598,2016,3,Tierra Del Fuego,16000,285000,35080,0,0,0,0,0,35381
599,2016,3,Tucumán,127000,12247,87970,36518,13150,1288,4,0,151304
600,2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0,3108515
601,2016,2,Capital Federal,4352,1736,859039,146091,213010,19597,13477,0,1257302
602,2016,2,Catamarca,15000,5736,14742,4567,1496,47000,1,0,26604
603,2016,2,Chaco,197000,8063,45823,20346,12090,1571,201,0,88291
604,2016,2,Chubut,572000,5421,73078,775000,0,0,0,0,79846
605,2016,2,Córdoba,258000,57050,437547,71980,82618,8355,1242,0,659050
606,2016,2,Corrientes,41000,10018,47916,19200,8851,803000,191,0,87020
607,2016,2,Entre Ríos,4734,16367,115000,36917,15522,849000,205,0,189595
608,2016,2,Formosa,1675,5401,14370,3569,3218,593000,10,0,28836
609,2016,2,Jujuy,2561,8292,25301,5589,1750,3000,0,0,43496
610,2016,2,La Pampa,429000,10616,63928,15000,119000,96000,11,0,75214
611,2016,2,La Rioja,10000,3151,9043,3190,1344,3000,5,0,16746
612,2016,2,Mendoza,437000,30000,176922,61000,44000,5000,20,0,177519
613,2016,2,Misiones,1973,7899,49586,21385,14820,1073,96,0,96832
614,2016,2,Neuquén,1916,1691,88854,583000,10241,1285,208,0,104778
615,2016,2,Río Negro,1189,6107,92158,194000,4877,520000,86,0,105131
616,2016,2,Salta,2160,10123,70875,18759,7129,140000,49,0,109235
617,2016,2,San Juan,10000,273000,57589,0,0,0,4,0,57876
618,2016,2,San Luis,12000,4000,13931,0,0,1000,2,0,13950
619,2016,2,Santa Cruz,244000,26000,31995,142000,20000,0,0,0,32427
620,2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0,588531
621,2016,2,Santiago Del Estero,704000,6705,22208,5943,2108,1000,0,0,37669
622,2016,2,Tierra Del Fuego,16000,286000,38773,0,0,0,0,0,39075
623,2016,2,Tucumán,231000,18515,83945,33891,11310,1032,2,0,148926
624,2016,1,Buenos Aires,7351,97880,2214760,289929,247372,8315,9529,0,2875136
625,2016,1,Capital Federal,2310,43686,869048,178665,192644,6577,10838,0,1303768
626,2016,1,Catamarca,15000,6102,14653,4241,1334,42000,1,0,26388
627,2016,1,Chaco,194000,8755,46304,19388,10587,1238,184,0,86650
628,2016,1,Chubut,94000,5095,72396,1066,0,0,0,0,78651
629,2016,1,Córdoba,148000,59484,414452,65763,66455,4143,1039,0,611484
630,2016,1,Corrientes,29000,10690,47833,18375,7911,526000,170,0,85534
631,2016,1,Entre Ríos,2864,17749,104137,35104,14057,457000,165,0,174533
632,2016,1,Formosa,1738,5731,14163,3229,2906,544000,5,0,28316
633,2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0,40295
634,2016,1,La Pampa,426000,11065,52117,15000,78000,71000,11,0,63783
635,2016,1,La Rioja,10000,3382,9060,2980,1254,2000,3,0,16691
636,2016,1,Mendoza,235000,21000,175376,47000,43000,5000,17,0,175744
637,2016,1,Misiones,959000,8502,50061,19195,13363,779000,68,0,92927
638,2016,1,Neuquén,1720,1737,86310,479000,7893,143000,171,0,98453
639,2016,1,Río Negro,1171,6105,90038,203000,4246,77000,81,0,101921
640,2016,1,Salta,1119,10765,65646,17748,6643,119000,31,0,102071
641,2016,1,San Juan,9000,309000,56447,0,0,0,2,0,56767
642,2016,1,San Luis,8000,4000,13645,0,0,1000,2,0,13660
643,2016,1,Santa Cruz,168000,29000,32188,8000,0,0,0,0,32393
644,2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0,551809
645,2016,1,Santiago Del Estero,703000,7219,22805,5769,1898,0,0,0,38394
646,2016,1,Tierra Del Fuego,16000,285000,33003,0,0,0,0,0,33304
647,2016,1,Tucumán,106000,20092,84008,31490,10046,871000,0,0,146613
648,2015,4,Buenos Aires,7985,100303,2253197,274560,240188,3835,8180,0,2888246
649,2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0,1350450
650,2015,4,Catamarca,15000,6513,14484,4106,1313,39000,1,0,26471
651,2015,4,Chaco,194000,9593,46771,18608,10092,1136,159,0,86553
652,2015,4,Chubut,625000,5774,71881,168000,0,0,0,0,78448
653,2015,4,Córdoba,148000,63746,427471,62989,67151,3336,1088,0,625929
654,2015,4,Corrientes,29000,11248,48104,17877,7569,456000,150,0,85433
655,2015,4,Entre Ríos,2865,18883,104224,33989,13668,399000,163,0,174191
656,2015,4,Formosa,1791,6081,14279,2704,2713,519000,4,0,28091
657,2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0,39925
658,2015,4,La Pampa,592000,12951,48798,16000,63000,49000,10,0,62479
659,2015,4,La Rioja,10000,3638,9127,2937,1215,2000,3,0,16932
660,2015,4,Mendoza,241000,23000,174719,38000,41000,5000,13,0,175080
661,2015,4,Misiones,959000,9169,51029,17281,13690,675000,52,0,92855
662,2015,4,Neuquén,1727,2061,89678,455000,7934,9000,175,0,102039
663,2015,4,Río Negro,3282,4473,89062,201000,4024,5000,75,0,101122
664,2015,4,Salta,1122,11387,65677,17139,6507,99000,5,0,101936
665,2015,4,San Juan,9000,386000,55761,0,0,0,2,0,56158
666,2015,4,San Luis,8000,4000,13473,0,0,1000,2,0,13488
667,2015,4,Santa Cruz,188000,26000,32338,3000,0,0,0,0,32555
668,2015,4,Santa Fe,6659,75770,361264,60985,51258,3079,1189,0,560204
669,2015,4,Santiago Del Estero,703000,7836,23074,5669,1856,0,0,0,39138
670,2015,4,Tierra Del Fuego,16000,285000,32662,0,0,0,0,0,32963
671,2015,4,Tucumán,107000,21800,83887,29942,9507,837000,0,0,146080
672,2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0,2856078
673,2015,3,Capital Federal,2448,49340,942525,159618,175594,2028,10022,0,1341574
674,2015,3,Catamarca,15000,6871,14206,4143,812000,43000,1,0,26091
675,2015,3,Chaco,240000,10353,47131,19016,7498,979000,157,0,85374
676,2015,3,Chubut,641000,5886,71668,167000,0,0,0,0,78362
677,2015,3,Córdoba,150000,68765,429787,61109,59372,2582,1048,0,622813
678,2015,3,Corrientes,33000,11921,48127,18168,6111,453000,146,0,84959
679,2015,3,Entre Ríos,2863,20385,103990,34788,9924,384000,153,0,172487
680,2015,3,Formosa,1862,6521,14354,2791,1842,379000,2,0,27751
681,2015,3,Jujuy,2549,9278,21588,5169,966000,0,0,0,39550
682,2015,3,La Pampa,613000,13087,47660,9000,55000,39000,10,0,61473
683,2015,3,La Rioja,10000,3840,9102,2984,832000,0,3,0,16771
684,2015,3,Mendoza,256000,25000,173430,45000,18000,5000,13,0,173792
685,2015,3,Misiones,958000,9809,51234,17367,11654,559000,43,0,91624
686,2015,3,Neuquén,1733,2124,85044,210000,6599,2000,155,0,95867
687,2015,3,Río Negro,3372,4457,88691,99000,3826,1000,62,0,100508
688,2015,3,Salta,1126,12223,65405,17451,4318,61000,5,0,100589
