Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Proporción,Crecimiento Trimestral,Crecimiento Anual,Trimestre2
2019,2,Neuquén,120954,1999,122953,0.0137,7.50,6.13,2019-04-01
2019,2,Río Negro,137632,915,138547,0.0155,14.42,23.44,2019-04-01
2019,2,Salta,142567,1,142568,0.0159,4.81,6.26,2019-04-01
2019,2,San Juan,69461,564,70025,0.0078,12.14,9.24,2019-04-01
2019,2,San Luis,117094,291,117385,0.0131,21.85,446.79,2019-04-01
2019,2,Santa Cruz,30225,325,30550,0.0034,22.67,-11.20,2019-04-01
2019,2,Santa Fe,743258,226,743484,0.0830,0.87,8.61,2019-04-01
2019,2,Santiago Del Estero,126752,2,126754,0.0141,41.07,51.30,2019-04-01
2019,2,Tierra Del Fuego,46910,544,47454,0.0053,2.17,6.14,2019-04-01
2019,2,Tucumán,166299,32,166331,0.0186,-3.30,-2.13,2019-04-01
2019,3,Buenos Aires,3950114,10119,3960233,0.4321,2.71,9.69,2019-07-01
2019,3,Capital Federal,1437734,3477,1441211,0.1573,1.81,3.50,2019-07-01
2019,3,Catamarca,32391,9,32400,0.0035,-3.67,-5.34,2019-07-01
2019,3,Chaco,114438,13,114451,0.0125,5.26,12.17,2019-07-01
2019,3,Chubut,87481,1524,89005,0.0097,1.65,-14.20,2019-07-01
2019,3,Corrientes,112749,10,112759,0.0123,1.08,13.38,2019-07-01
2019,3,Córdoba,782946,107,783053,0.0854,1.02,7.88,2019-07-01
2019,3,Entre Ríos,238057,45,238102,0.0260,0.97,16.37,2019-07-01
2019,3,Formosa,46066,0,46066,0.0050,-0.80,2.68,2019-07-01
2019,3,Jujuy,86575,1,86576,0.0094,-0.15,92.67,2019-07-01
2019,3,La Pampa,90559,269,90828,0.0099,0.69,8.88,2019-07-01
2019,3,La Rioja,49659,18,49677,0.0054,-1.24,-4.23,2019-07-01
2019,3,Mendoza,223015,1322,224337,0.0245,0.21,8.36,2019-07-01
2019,3,Misiones,133883,0,133883,0.0146,0.76,23.92,2019-07-01
2019,3,Neuquén,123435,1986,125421,0.0137,2.01,7.46,2019-07-01
2019,3,Río Negro,143391,904,144295,0.0157,4.15,27.14,2019-07-01
2019,3,Salta,151834,1,151835,0.0166,6.50,14.26,2019-07-01
2019,3,San Juan,72535,563,73098,0.0080,4.39,13.36,2019-07-01
2019,3,San Luis,122409,291,122700,0.0134,4.53,64.87,2019-07-01
2019,3,Santa Cruz,37642,328,37970,0.0041,24.29,11.68,2019-07-01
2019,3,Santa Fe,760706,228,760934,0.0830,2.35,9.47,2019-07-01
2019,3,Santiago Del Estero,133130,2,133132,0.0145,5.03,54.16,2019-07-01
2019,3,Tierra Del Fuego,48043,544,48587,0.0053,2.39,6.63,2019-07-01
2019,3,Tucumán,164099,32,164131,0.0179,-1.32,-4.11,2019-07-01
2019,4,Buenos Aires,3681120,5134,3686254,0.4192,-6.92,1.37,2019-10-01
2019,4,Capital Federal,1356695,1410,1358105,0.1544,-5.77,-2.23,2019-10-01
2019,4,Catamarca,38310,1,38311,0.0044,18.24,14.08,2019-10-01
2019,4,Chaco,117900,3,117903,0.0134,3.02,14.17,2019-10-01
2019,4,Chubut,95292,810,96102,0.0109,7.97,22.08,2019-10-01
2019,4,Corrientes,113831,3,113834,0.0129,0.95,13.15,2019-10-01
2019,4,Córdoba,806633,55,806688,0.0917,3.02,9.41,2019-10-01
2019,4,Entre Ríos,239017,13,239030,0.0272,0.39,7.65,2019-10-01
2019,4,Formosa,46711,0,46711,0.0053,1.40,3.33,2019-10-01
2019,4,Jujuy,88881,0,88881,0.0101,2.66,-1.39,2019-10-01
2019,4,La Pampa,90280,119,90399,0.0103,-0.47,5.56,2019-10-01
2019,4,La Rioja,48999,3,49002,0.0056,-1.36,-5.13,2019-10-01
2019,4,Mendoza,185157,623,185780,0.0211,-17.19,-9.95,2019-10-01
2019,4,Misiones,135813,0,135813,0.0154,1.44,16.81,2019-10-01
2019,4,Neuquén,116069,376,116445,0.0132,-7.16,1.82,2019-10-01
2019,4,Río Negro,126636,504,127140,0.0145,-11.89,8.82,2019-10-01
2019,4,Salta,172443,2,172445,0.0196,13.57,28.14,2019-10-01
2019,4,San Juan,64715,259,64974,0.0074,-11.11,4.13,2019-10-01
2019,4,San Luis,108053,148,108201,0.0123,-11.82,12.32,2019-10-01
2019,4,Santa Cruz,39170,200,39370,0.0045,3.69,58.96,2019-10-01
2019,4,Santa Fe,769019,150,769169,0.0875,1.08,6.77,2019-10-01
2019,4,Santiago Del Estero,103587,1,103588,0.0118,-22.19,15.95,2019-10-01
2019,4,Tierra Del Fuego,40101,291,40392,0.0046,-16.87,-12.68,2019-10-01
2019,4,Tucumán,198621,23,198644,0.0226,21.03,15.49,2019-10-01
2020,1,Buenos Aires,3702985,5066,3708051,0.4208,0.59,-1.03,2020-01-01
2020,1,Capital Federal,1352104,1390,1353494,0.1536,-0.34,-3.29,2020-01-01
2020,1,Catamarca,39634,1,39635,0.0045,3.46,17.88,2020-01-01
2020,1,Chaco,120274,3,120277,0.0136,2.01,16.01,2020-01-01
2020,1,Chubut,95938,800,96738,0.0110,0.66,21.26,2020-01-01
2020,1,Corrientes,113967,3,113970,0.0129,0.12,11.20,2020-01-01
2020,1,Córdoba,811044,55,811099,0.0920,0.55,9.00,2020-01-01
2020,1,Entre Ríos,231833,13,231846,0.0263,-3.01,-0.26,2020-01-01
2020,1,Formosa,46434,0,46434,0.0053,-0.59,2.71,2020-01-01
2020,1,Jujuy,91665,0,91665,0.0104,3.13,1.68,2020-01-01
2020,1,La Pampa,89110,116,89226,0.0101,-1.30,0.07,2020-01-01
2020,1,La Rioja,48337,3,48340,0.0055,-1.35,-6.42,2020-01-01
2020,1,Mendoza,182837,615,183452,0.0208,-1.25,-11.07,2020-01-01
2020,1,Misiones,133552,0,133552,0.0152,-1.66,8.83,2020-01-01
2020,1,Neuquén,121354,373,121727,0.0138,4.54,6.43,2020-01-01
2020,1,Río Negro,125699,501,126200,0.0143,-0.74,4.22,2020-01-01
2020,1,Salta,170379,2,170381,0.0193,-1.20,25.26,2020-01-01
2020,1,San Juan,63975,256,64231,0.0073,-1.14,2.86,2020-01-01
2020,1,San Luis,110404,148,110552,0.0125,2.17,14.76,2020-01-01
2020,1,Santa Cruz,38625,197,38822,0.0044,-1.39,55.88,2020-01-01
2020,1,Santa Fe,770981,137,771118,0.0875,0.25,4.62,2020-01-01
2020,1,Santiago Del Estero,102754,1,102755,0.0117,-0.80,14.36,2020-01-01
2020,1,Tierra Del Fuego,38505,289,38794,0.0044,-3.96,-16.48,2020-01-01
2020,1,Tucumán,200045,22,200067,0.0227,0.72,16.32,2020-01-01
2020,2,Buenos Aires,3772480,5066,3777546,0.4183,1.87,-2.03,2020-04-01
2020,2,Capital Federal,1356431,1390,1357821,0.1504,0.32,-4.08,2020-04-01
2020,2,Catamarca,47975,1,47976,0.0053,21.04,42.64,2020-04-01
2020,2,Chaco,128129,3,128132,0.0142,6.53,17.84,2020-04-01
2020,2,Chubut,107831,825,108656,0.0120,12.32,24.10,2020-04-01
2020,2,Corrientes,118863,3,118866,0.0132,4.30,6.56,2020-04-01
2020,2,Córdoba,836413,55,836468,0.0926,3.13,7.91,2020-04-01
2020,2,Entre Ríos,234100,13,234113,0.0259,0.98,-0.73,2020-04-01
2020,2,Formosa,47932,0,47932,0.0053,3.23,3.22,2020-04-01
2020,2,Jujuy,94316,0,94316,0.0104,2.89,8.78,2020-04-01
2020,2,La Pampa,89693,116,89809,0.0099,0.65,-0.44,2020-04-01
2020,2,La Rioja,52152,3,52155,0.0058,7.89,3.69,2020-04-01
2020,2,Mendoza,200569,615,201184,0.0223,9.67,-10.13,2020-04-01
2020,2,Misiones,140340,0,140340,0.0155,5.08,5.62,2020-04-01
2020,2,Neuquén,125799,373,126172,0.0140,3.65,2.62,2020-04-01
2020,2,Río Negro,128985,501,129486,0.0143,2.60,-6.54,2020-04-01
2020,2,Salta,177760,2,177762,0.0197,4.33,24.69,2020-04-01
2020,2,San Juan,69521,256,69777,0.0077,8.63,-0.35,2020-04-01
2020,2,San Luis,113804,148,113952,0.0126,3.08,-2.92,2020-04-01
2020,2,Santa Cruz,38672,197,38869,0.0043,0.12,27.23,2020-04-01
2020,2,Santa Fe,777795,137,777932,0.0861,0.88,4.63,2020-04-01
2020,2,Santiago Del Estero,105446,1,105447,0.0117,2.62,-16.81,2020-04-01
2020,2,Tierra Del Fuego,38900,289,39189,0.0043,1.02,-17.42,2020-04-01
2020,2,Tucumán,217134,22,217156,0.0240,8.54,30.56,2020-04-01
2020,3,Buenos Aires,3932211,5066,3937277,0.4208,4.23,-0.58,2020-07-01
2020,3,Capital Federal,1371285,1390,1372675,0.1467,1.09,-4.76,2020-07-01
2020,3,Catamarca,49903,1,49904,0.0053,4.02,54.02,2020-07-01
2020,3,Chaco,133951,3,133954,0.0143,4.54,17.04,2020-07-01
2020,3,Chubut,129202,825,130027,0.0139,19.67,46.09,2020-07-01
2020,3,Corrientes,123388,3,123391,0.0132,3.81,9.43,2020-07-01
2020,3,Córdoba,867417,55,867472,0.0927,3.71,10.78,2020-07-01
2020,3,Entre Ríos,241482,13,241495,0.0258,3.15,1.43,2020-07-01
2020,3,Formosa,49209,0,49209,0.0053,2.66,6.82,2020-07-01
2020,3,Jujuy,106728,0,106728,0.0114,13.16,23.28,2020-07-01
2020,3,La Pampa,93619,116,93735,0.0100,4.37,3.20,2020-07-01
2020,3,La Rioja,52613,3,52616,0.0056,0.88,5.92,2020-07-01
2020,3,Mendoza,207173,615,207788,0.0222,3.28,-7.38,2020-07-01
2020,3,Misiones,143186,0,143186,0.0153,2.03,6.95,2020-07-01
2020,3,Neuquén,128862,373,129235,0.0138,2.43,3.04,2020-07-01
2020,3,Río Negro,130966,501,131467,0.0141,1.53,-8.89,2020-07-01
2020,3,Salta,180844,2,180846,0.0193,1.73,19.11,2020-07-01
2020,3,San Juan,77071,256,77327,0.0083,10.82,5.79,2020-07-01
2020,3,San Luis,116417,148,116565,0.0125,2.29,-5.00,2020-07-01
2020,3,Santa Cruz,39084,197,39281,0.0042,1.06,3.45,2020-07-01
2020,3,Santa Fe,802861,137,802998,0.0858,3.22,5.53,2020-07-01
2020,3,Santiago Del Estero,105491,1,105492,0.0113,0.04,-20.76,2020-07-01
2020,3,Tierra Del Fuego,39366,289,39655,0.0042,1.19,-18.38,2020-07-01
2020,3,Tucumán,223854,22,223876,0.0239,3.09,36.40,2020-07-01
2020,4,Buenos Aires,4028195,5066,4033261,0.4214,2.44,9.41,2020-10-01
2020,4,Capital Federal,1378140,1390,1379530,0.1441,0.50,1.58,2020-10-01
2020,4,Catamarca,52395,1,52396,0.0055,4.99,36.76,2020-10-01
2020,4,Chaco,139088,3,139091,0.0145,3.83,17.97,2020-10-01
2020,4,Chubut,129749,825,130574,0.0136,0.42,35.87,2020-10-01
2020,4,Corrientes,125656,3,125659,0.0131,1.84,10.39,2020-10-01
2020,4,Córdoba,902646,55,902701,0.0943,4.06,11.90,2020-10-01
2020,4,Entre Ríos,247368,13,247381,0.0258,2.44,3.49,2020-10-01
2020,4,Formosa,50206,0,50206,0.0052,2.03,7.48,2020-10-01
2020,4,Jujuy,105851,0,105851,0.0111,-0.82,19.09,2020-10-01
2020,4,La Pampa,96779,116,96895,0.0101,3.37,7.19,2020-10-01
2020,4,La Rioja,52775,3,52778,0.0055,0.31,7.71,2020-10-01
2020,4,Mendoza,214838,615,215453,0.0225,3.69,15.97,2020-10-01
2020,4,Misiones,147161,0,147161,0.0154,2.78,8.36,2020-10-01
2020,4,Neuquén,132762,373,133135,0.0139,3.02,14.33,2020-10-01
2020,4,Río Negro,140709,501,141210,0.0148,7.41,11.07,2020-10-01
2020,4,Salta,187388,2,187390,0.0196,3.62,8.67,2020-10-01
2020,4,San Juan,72340,256,72596,0.0076,-6.12,11.73,2020-10-01
2020,4,San Luis,119287,148,119435,0.0125,2.46,10.38,2020-10-01
2020,4,Santa Cruz,40477,197,40674,0.0042,3.55,3.31,2020-10-01
2020,4,Santa Fe,820676,137,820813,0.0858,2.22,6.71,2020-10-01
2020,4,Santiago Del Estero,106668,1,106669,0.0111,1.12,2.97,2020-10-01
2020,4,Tierra Del Fuego,39325,289,39614,0.0041,-0.10,-1.93,2020-10-01
2020,4,Tucumán,231067,22,231089,0.0241,3.22,16.33,2020-10-01
2021,1,Buenos Aires,4054936,5066,4060002,0.4208,0.66,9.49,2021-01-01
2021,1,Capital Federal,1378283,1390,1379673,0.1430,0.01,1.93,2021-01-01
2021,1,Catamarca,51967,1,51968,0.0054,-0.82,31.12,2021-01-01
2021,1,Chaco,139767,3,139770,0.0145,0.49,16.21,2021-01-01
2021,1,Chubut,131515,825,132340,0.0137,1.35,36.80,2021-01-01
2021,1,Corrientes,126622,3,126625,0.0131,0.77,11.10,2021-01-01
2021,1,Córdoba,910826,55,910881,0.0944,0.91,12.30,2021-01-01
2021,1,Entre Ríos,251950,13,251963,0.0261,1.85,8.68,2021-01-01
2021,1,Formosa,50686,0,50686,0.0053,0.96,9.16,2021-01-01
2021,1,Jujuy,110456,0,110456,0.0114,4.35,20.50,2021-01-01
2021,1,La Pampa,96989,116,97105,0.0101,0.22,8.83,2021-01-01
2021,1,La Rioja,52625,3,52628,0.0055,-0.28,8.87,2021-01-01
2021,1,Mendoza,218308,615,218923,0.0227,1.61,19.34,2021-01-01
2021,1,Misiones,149387,0,149387,0.0155,1.51,11.86,2021-01-01
2021,1,Neuquén,132862,373,133235,0.0138,0.08,9.45,2021-01-01
2021,1,Río Negro,140667,501,141168,0.0146,-0.03,11.86,2021-01-01
2021,1,Salta,187572,2,187574,0.0194,0.10,10.09,2021-01-01
2021,1,San Juan,78011,256,78267,0.0081,7.81,21.85,2021-01-01
2021,1,San Luis,119006,148,119154,0.0124,-0.24,7.78,2021-01-01
2021,1,Santa Cruz,45868,197,46065,0.0048,13.25,18.66,2021-01-01
2021,1,Santa Fe,825990,137,826127,0.0856,0.65,7.13,2021-01-01
2021,1,Santiago Del Estero,111640,1,111641,0.0116,4.66,8.65,2021-01-01
2021,1,Tierra Del Fuego,40133,289,40422,0.0042,2.04,4.20,2021-01-01
2021,1,Tucumán,231890,22,231912,0.0240,0.36,15.92,2021-01-01
2021,2,Buenos Aires,4127167,5184,4132351,0.4190,1.78,9.39,2021-04-01
2021,2,Capital Federal,1398747,1608,1400355,0.1420,1.50,3.13,2021-04-01
2021,2,Catamarca,55743,1,55744,0.0057,7.27,16.19,2021-04-01
2021,2,Chaco,140726,3,140729,0.0143,0.69,9.83,2021-04-01
2021,2,Chubut,138412,825,139237,0.0141,5.21,28.14,2021-04-01
2021,2,Corrientes,129498,3,129501,0.0131,2.27,8.95,2021-04-01
2021,2,Córdoba,930818,62,930880,0.0944,2.20,11.29,2021-04-01
2021,2,Entre Ríos,257617,15,257632,0.0261,2.25,10.05,2021-04-01
2021,2,Formosa,51551,0,51551,0.0052,1.71,7.55,2021-04-01
2021,2,Jujuy,111848,0,111848,0.0113,1.26,18.59,2021-04-01
2021,2,La Pampa,97551,116,97667,0.0099,0.58,8.75,2021-04-01
2021,2,La Rioja,81599,3,81602,0.0083,55.05,56.46,2021-04-01
2021,2,Mendoza,229052,619,229671,0.0233,4.91,14.16,2021-04-01
2021,2,Misiones,156176,0,156176,0.0158,4.54,11.28,2021-04-01
2021,2,Neuquén,137877,373,138250,0.0140,3.76,9.57,2021-04-01
2021,2,Río Negro,143583,501,144084,0.0146,2.07,11.27,2021-04-01
2021,2,Salta,191637,2,191639,0.0194,2.17,7.81,2021-04-01
2021,2,San Juan,78677,256,78933,0.0080,0.85,13.12,2021-04-01
2021,2,San Luis,122670,148,122818,0.0125,3.08,7.78,2021-04-01
2021,2,Santa Cruz,48785,197,48982,0.0050,6.33,26.02,2021-04-01
2021,2,Santa Fe,840449,151,840600,0.0852,1.75,8.06,2021-04-01
2021,2,Santiago Del Estero,114089,1,114090,0.0116,2.19,8.20,2021-04-01
2021,2,Tierra Del Fuego,35404,289,35693,0.0036,-11.70,-8.92,2021-04-01
2021,2,Tucumán,233026,25,233051,0.0236,0.49,7.32,2021-04-01
2021,3,Buenos Aires,4246425,5184,4251609,0.4216,2.89,7.98,2021-07-01
2021,3,Capital Federal,1411797,1608,1413405,0.1401,0.93,2.97,2021-07-01
2021,3,Catamarca,56253,1,56254,0.0056,0.91,12.72,2021-07-01
2021,3,Chaco,139868,3,139871,0.0139,-0.61,4.42,2021-07-01
2021,3,Chubut,155266,800,156066,0.0155,12.09,20.03,2021-07-01
2021,3,Corrientes,133816,3,133819,0.0133,3.33,8.45,2021-07-01
2021,3,Córdoba,946726,62,946788,0.0939,1.71,9.14,2021-07-01
2021,3,Entre Ríos,260360,15,260375,0.0258,1.06,7.82,2021-07-01
2021,3,Formosa,52795,0,52795,0.0052,2.41,7.29,2021-07-01
2021,3,Jujuy,111158,0,111158,0.0110,-0.62,4.15,2021-07-01
2021,3,La Pampa,100371,116,100487,0.0100,2.89,7.20,2021-07-01
2021,3,La Rioja,82157,3,82160,0.0081,0.68,56.15,2021-07-01
2021,3,Mendoza,255320,619,255939,0.0254,11.44,23.17,2021-07-01
2021,3,Misiones,158528,0,158528,0.0157,1.51,10.71,2021-07-01
2021,3,Neuquén,139436,373,139809,0.0139,1.13,8.18,2021-07-01
2021,3,Río Negro,144084,501,144585,0.0143,0.35,9.98,2021-07-01
2021,3,Salta,195831,2,195833,0.0194,2.19,8.29,2021-07-01
2021,3,San Juan,79227,256,79483,0.0079,0.70,2.79,2021-07-01
2021,3,San Luis,117716,148,117864,0.0117,-4.03,1.11,2021-07-01
2021,3,Santa Cruz,48779,197,48976,0.0049,-0.01,24.68,2021-07-01
2021,3,Santa Fe,841433,151,841584,0.0834,0.12,4.81,2021-07-01
2021,3,Santiago Del Estero,115457,1,115458,0.0114,1.20,9.45,2021-07-01
2021,3,Tierra Del Fuego,49934,289,50223,0.0050,40.71,26.65,2021-07-01
2021,3,Tucumán,232447,25,232472,0.0231,-0.25,3.84,2021-07-01
2021,4,Buenos Aires,4502772,6385,4509157,0.4299,6.06,11.80,2021-10-01
2021,4,Capital Federal,1409935,2184,1412119,0.1346,-0.09,2.36,2021-10-01
2021,4,Catamarca,59089,1,59090,0.0056,5.04,12.78,2021-10-01
2021,4,Chaco,143740,5,143745,0.0137,2.77,3.35,2021-10-01
2021,4,Chubut,159364,944,160308,0.0153,2.72,22.77,2021-10-01
2021,4,Corrientes,135908,4,135912,0.0130,1.56,8.16,2021-10-01
2021,4,Córdoba,986693,77,986770,0.0941,4.22,9.31,2021-10-01
2021,4,Entre Ríos,265024,22,265046,0.0253,1.79,7.14,2021-10-01
2021,4,Formosa,53663,0,53663,0.0051,1.64,6.89,2021-10-01
2021,4,Jujuy,113915,0,113915,0.0109,2.48,7.62,2021-10-01
2021,4,La Pampa,106834,173,107007,0.0102,6.49,10.44,2021-10-01
2021,4,La Rioja,83124,4,83128,0.0079,1.18,57.51,2021-10-01
2021,4,Mendoza,266783,804,267587,0.0255,4.55,24.20,2021-10-01
2021,4,Misiones,171132,0,171132,0.0163,7.95,16.29,2021-10-01
2021,4,Neuquén,146989,477,147466,0.0141,5.48,10.76,2021-10-01
2021,4,Río Negro,153189,564,153753,0.0147,6.34,8.88,2021-10-01
2021,4,Salta,199399,6,199405,0.0190,1.82,6.41,2021-10-01
2021,4,San Juan,79667,291,79958,0.0076,0.60,10.14,2021-10-01
2021,4,San Luis,118662,187,118849,0.0113,0.84,-0.49,2021-10-01
2021,4,Santa Cruz,48276,210,48486,0.0046,-1.00,19.21,2021-10-01
2021,4,Santa Fe,866265,176,866441,0.0826,2.95,5.56,2021-10-01
2021,4,Santiago Del Estero,115859,2,115861,0.0110,0.35,8.62,2021-10-01
2021,4,Tierra Del Fuego,52042,315,52357,0.0050,4.25,32.17,2021-10-01
2021,4,Tucumán,238609,30,238639,0.0227,2.65,3.27,2021-10-01
2022,1,Buenos Aires,4549131,6293,4555424,0.4288,1.03,12.20,2022-01-01
2022,1,Capital Federal,1415378,2163,1417541,0.1334,0.38,2.74,2022-01-01
2022,1,Catamarca,62377,1,62378,0.0059,5.56,20.03,2022-01-01
2022,1,Chaco,144114,5,144119,0.0136,0.26,3.11,2022-01-01
2022,1,Chubut,170701,927,171628,0.0162,7.06,29.69,2022-01-01
2022,1,Corrientes,142574,4,142578,0.0134,4.90,12.60,2022-01-01
2022,1,Córdoba,1003729,74,1003803,0.0945,1.73,10.20,2022-01-01
2022,1,Entre Ríos,267904,22,267926,0.0252,1.09,6.34,2022-01-01
2022,1,Formosa,54548,0,54548,0.0051,1.65,7.62,2022-01-01
2022,1,Jujuy,116509,0,116509,0.0110,2.28,5.48,2022-01-01
2022,1,La Pampa,109560,172,109732,0.0103,2.55,13.00,2022-01-01
2022,1,La Rioja,84299,4,84303,0.0079,1.41,60.19,2022-01-01
2022,1,Mendoza,274399,786,275185,0.0259,2.84,25.70,2022-01-01
2022,1,Misiones,171508,0,171508,0.0161,0.22,14.81,2022-01-01
2022,1,Neuquén,149208,471,149679,0.0141,1.50,12.34,2022-01-01
2022,1,Río Negro,156821,553,157374,0.0148,2.36,11.48,2022-01-01
2022,1,Salta,197510,5,197515,0.0186,-0.95,5.30,2022-01-01
2022,1,San Juan,87888,290,88178,0.0083,10.28,12.66,2022-01-01
2022,1,San Luis,119659,185,119844,0.0113,0.84,0.58,2022-01-01
2022,1,Santa Cruz,48898,204,49102,0.0046,1.27,6.59,2022-01-01
2022,1,Santa Fe,870364,115,870479,0.0819,0.47,5.37,2022-01-01
2022,1,Santiago Del Estero,116459,2,116461,0.0110,0.52,4.32,2022-01-01
2022,1,Tierra Del Fuego,52298,313,52611,0.0050,0.49,30.15,2022-01-01
2022,1,Tucumán,245554,30,245584,0.0231,2.91,5.90,2022-01-01
2022,2,Buenos Aires,4660984,6199,4667183,0.4259,2.45,12.94,2022-04-01
2022,2,Capital Federal,1534626,2145,1536771,0.1402,8.41,9.74,2022-04-01
2022,2,Catamarca,67007,1,67008,0.0061,7.42,20.21,2022-04-01
2022,2,Chaco,143559,5,143564,0.0131,-0.39,2.01,2022-04-01
2022,2,Chubut,161901,904,162805,0.0149,-5.14,16.93,2022-04-01
2022,2,Corrientes,144993,4,144997,0.0132,1.70,11.97,2022-04-01
2022,2,Córdoba,1026367,68,1026435,0.0937,2.25,10.27,2022-04-01
2022,2,Entre Ríos,269330,22,269352,0.0246,0.53,4.55,2022-04-01
2022,2,Formosa,67881,0,67881,0.0062,24.44,31.68,2022-04-01
2022,2,Jujuy,115314,0,115314,0.0105,-1.03,3.10,2022-04-01
2022,2,La Pampa,111356,171,111527,0.0102,1.64,14.19,2022-04-01
2022,2,La Rioja,86026,4,86030,0.0079,2.05,5.43,2022-04-01
2022,2,Mendoza,278785,777,279562,0.0255,1.59,21.72,2022-04-01
2022,2,Misiones,178813,0,178813,0.0163,4.26,14.49,2022-04-01
2022,2,Neuquén,161500,468,161968,0.0148,8.21,17.16,2022-04-01
2022,2,Río Negro,159216,548,159764,0.0146,1.52,10.88,2022-04-01
2022,2,Salta,203172,5,203177,0.0185,2.87,6.02,2022-04-01
2022,2,San Juan,100126,281,100407,0.0092,13.87,27.21,2022-04-01
2022,2,San Luis,121559,182,121741,0.0111,1.58,-0.88,2022-04-01
2022,2,Santa Cruz,48987,198,49185,0.0045,0.17,0.41,2022-04-01
2022,2,Santa Fe,878749,110,878859,0.0802,0.96,4.55,2022-04-01
2022,2,Santiago Del Estero,118042,2,118044,0.0108,1.36,3.47,2022-04-01
2022,2,Tierra Del Fuego,53458,312,53770,0.0049,2.20,50.65,2022-04-01
2022,2,Tucumán,254497,30,254527,0.0232,3.64,9.22,2022-04-01
2022,3,Buenos Aires,4715469,6199,4721668,0.4257,1.17,11.06,2022-07-01
2022,3,Capital Federal,1545534,2145,1547679,0.1395,0.71,9.50,2022-07-01
2022,3,Catamarca,70292,1,70293,0.0063,4.90,24.96,2022-07-01
2022,3,Chaco,144141,5,144146,0.0130,0.41,3.06,2022-07-01
2022,3,Chubut,164874,904,165778,0.0149,1.83,6.22,2022-07-01
2022,3,Corrientes,144842,4,144846,0.0131,-0.10,8.24,2022-07-01
2022,3,Córdoba,1038600,68,1038668,0.0936,1.19,9.70,2022-07-01
2022,3,Entre Ríos,268937,22,268959,0.0242,-0.15,3.30,2022-07-01
2022,3,Formosa,68537,1,68538,0.0062,0.97,29.82,2022-07-01
2022,3,Jujuy,118823,0,118823,0.0107,3.04,6.90,2022-07-01
2022,3,La Pampa,115921,171,116092,0.0105,4.09,15.53,2022-07-01
2022,3,La Rioja,86860,4,86864,0.0078,0.97,5.73,2022-07-01
2022,3,Mendoza,288746,777,289523,0.0261,3.56,13.12,2022-07-01
2022,3,Misiones,182157,0,182157,0.0164,1.87,14.91,2022-07-01
2022,3,Neuquén,162693,468,163161,0.0147,0.74,16.70,2022-07-01
2022,3,Río Negro,160010,548,160558,0.0145,0.50,11.05,2022-07-01
2022,3,Salta,204536,5,204541,0.0184,0.67,4.45,2022-07-01
2022,3,San Juan,103118,281,103399,0.0093,2.98,30.09,2022-07-01
2022,3,San Luis,121888,182,122070,0.0110,0.27,3.57,2022-07-01
2022,3,Santa Cruz,49312,198,49510,0.0045,0.66,1.09,2022-07-01
2022,3,Santa Fe,887700,110,887810,0.0800,1.02,5.49,2022-07-01
2022,3,Santiago Del Estero,119030,2,119032,0.0107,0.84,3.10,2022-07-01
2022,3,Tierra Del Fuego,53584,312,53896,0.0049,0.23,7.31,2022-07-01
2022,3,Tucumán,263087,30,263117,0.0237,3.37,13.18,2022-07-01
