Año,Trimestre,Provincia,Accesos por cada 100 hogares,Crecimiento Trimestral,Crecimiento Anual,Trimestre2
2017,4,Formosa,21.27,-0.3747072599531664,7.153652392947096,2017-10-01
2017,4,Jujuy,22.74,0.3973509933774766,0.3973509933774766,2017-10-01
2017,4,La Pampa,71.05,2.762510847555677,12.74198667089812,2017-10-01
2017,4,La Rioja,51.57,0.1942879347192505,213.30498177399755,2017-10-01
2017,4,Mendoza,33.33,-6.638655462184884,3.799439426969786,2017-10-01
2017,4,Misiones,31.14,3.078450844091352,4.777927321668907,2017-10-01
2017,4,Neuquén,61.24,0.6740095347690378,0.6078528010514228,2017-10-01
2017,4,Río Negro,49.38,1.7724649629018874,6.4453546022849695,2017-10-01
2017,4,Salta,39.8,-0.1004016064257151,21.74977057204037,2017-10-01
2017,4,San Juan,30.3,-6.394810009267826,11.02968120190546,2017-10-01
2017,4,San Luis,10.59,-31.589147286821703,9.854771784232351,2017-10-01
2017,4,Santa Cruz,28.91,-13.157104235506155,6.876155268022188,2017-10-01
2017,4,Santa Fe,61.71,1.3134132326383163,18.24104234527688,2017-10-01
2017,4,Santiago Del Estero,29.13,-17.05580865603644,93.2979429329794,2017-10-01
2017,4,Tierra Del Fuego,59.89,-8.898691816245808,-14.820082491821928,2017-10-01
2017,4,Tucumán,39.9,0.5037783375314797,5.055292259083744,2017-10-01
2018,1,Buenos Aires,62.63,8.71376497135914,6.931876387228964,2018-01-01
2018,1,Capital Federal,106.24,-13.555736371033367,-1.9654886038571684,2018-01-01
2018,1,Catamarca,32.79,14.570230607966453,27.786438035853458,2018-01-01
2018,1,Chaco,30.83,0.064913988964621,7.721872816212438,2018-01-01
2018,1,Chubut,53.72,4.391760590750082,50.64498037016265,2018-01-01
2018,1,Corrientes,32.66,0.4305043050430335,5.559146735617304,2018-01-01
2018,1,Córdoba,63.52,0.300015790304764,10.18213356461406,2018-01-01
2018,1,Entre Ríos,48.68,1.64961369805805,8.394566911600986,2018-01-01
2018,1,Formosa,21.4,0.611189468735307,7.86290322580645,2018-01-01
2018,1,Jujuy,23.12,1.6710642040457468,1.581722319859402,2018-01-01
2018,1,La Pampa,71.75,0.985221674876846,14.488591032391884,2018-01-01
2018,1,La Rioja,51.44,-0.2520845452782638,217.5308641975309,2018-01-01
2018,1,Mendoza,37.07,11.221122112211225,16.42587939698492,2018-01-01
2018,1,Misiones,30.96,-0.578034682080919,4.878048780487809,2018-01-01
2018,1,Neuquén,61.52,0.4572175048987548,0.8194034742707412,2018-01-01
2018,1,Río Negro,49.82,0.8910490076954103,8.233760590918958,2018-01-01
2018,1,Salta,39.78,-0.0502512562813972,22.09944751381217,2018-01-01
2018,1,San Juan,32.61,7.623762376237608,20.599112426035514,2018-01-01
2018,1,San Luis,15.15,43.05949008498584,58.63874345549738,2018-01-01
2018,1,Santa Cruz,33.55,16.049809754410237,26.50829562594268,2018-01-01
2018,1,Santa Fe,62.28,0.923675255226053,19.83836828939773,2018-01-01
2018,1,Santiago Del Estero,34.99,20.11671815997256,138.02721088435374,2018-01-01
2018,1,Tierra Del Fuego,65.2,8.866254800467521,-5.3975623911781785,2018-01-01
2018,1,Tucumán,41.18,3.2080200501253264,8.65435356200528,2018-01-01
2018,2,Buenos Aires,62.78,0.2395018361807332,11.569219832948274,2018-04-01
2018,2,Capital Federal,106.53,0.2729668674698926,-14.13025955182976,2018-04-01
2018,2,Catamarca,32.86,0.2134797194266458,26.48190916089299,2018-04-01
2018,2,Chaco,31.25,1.3623094388582668,7.573149741824436,2018-04-01
2018,2,Chubut,54.9,2.196574832464626,54.43037974683544,2018-04-01
2018,2,Corrientes,33.81,3.521126760563398,7.709461611978341,2018-04-01
2018,2,Córdoba,63.27,-0.3935768261964734,7.2918433101577085,2018-04-01
2018,2,Entre Ríos,49.2,1.068200493015614,8.393919365499002,2018-04-01
2018,2,Formosa,29.43,37.523364485981325,47.37105658487732,2018-04-01
2018,2,Jujuy,23.43,1.3408304498269796,4.598214285714297,2018-04-01
2018,2,La Pampa,71.04,-0.9895470383275208,11.89163647818554,2018-04-01
2018,2,La Rioja,50.98,-0.8942457231726264,214.69135802469137,2018-04-01
2018,2,Mendoza,36.97,-0.2697599136768369,16.404282115869016,2018-04-01
2018,2,Misiones,31.63,2.1640826873384977,5.117979395147887,2018-04-01
2018,2,Neuquén,60.24,-2.080624187256175,-2.697464060733312,2018-04-01
2018,2,Río Negro,50.15,0.6623845845042053,8.974358974358964,2018-04-01
2018,2,Salta,39.94,0.4022121669180478,21.991447770311524,2018-04-01
2018,2,San Juan,32.95,1.0426249616682035,22.21810089020773,2018-04-01
2018,2,San Luis,15.15,0.0,59.30599369085174,2018-04-01
2018,2,Santa Cruz,33.33,-0.6557377049180246,26.97142857142856,2018-04-01
2018,2,Santa Fe,62.57,0.4656390494540696,19.705375932657358,2018-04-01
2018,2,Santiago Del Estero,35.26,0.7716490425835776,149.7167138810198,2018-04-01
2018,2,Tierra Del Fuego,91.61,40.50613496932514,33.81536663745255,2018-04-01
2018,2,Tucumán,41.51,0.8013598834385682,8.693375229117573,2018-04-01
2018,3,Buenos Aires,64.44,2.6441541892322284,15.83677871651985,2018-07-01
2018,3,Capital Federal,108.45,1.8023092086736137,-11.00443131462333,2018-07-01
2018,3,Catamarca,32.92,0.1825928180158254,1.323484148968923,2018-07-01
2018,3,Chaco,32.28,3.29600000000001,7.671781187458304,2018-07-01
2018,3,Chubut,56.39,2.714025500910755,22.00346170488967,2018-07-01
2018,3,Corrientes,34.25,1.3013901212658885,6.465651227852032,2018-07-01
2018,3,Córdoba,64.24,1.5331120594278325,3.0974161450810334,2018-07-01
2018,3,Entre Ríos,50.22,2.073170731707319,9.268929503916446,2018-07-01
2018,3,Formosa,29.58,0.5096839959225274,38.54800936768148,2018-07-01
2018,3,Jujuy,23.26,-0.725565514297899,2.693156732891855,2018-07-01
2018,3,La Pampa,71.75,0.9994369369369372,3.7749493780734777,2018-07-01
2018,3,La Rioja,50.73,-0.4903883876029802,-1.437730716922481,2018-07-01
2018,3,Mendoza,37.99,2.758993778739538,6.414565826330532,2018-07-01
2018,3,Misiones,32.1,1.48593107809043,6.256206554121158,2018-07-01
2018,3,Neuquén,60.49,0.4150066401062524,-0.5589347361499186,2018-07-01
2018,3,Río Negro,50.54,0.7776669990029905,4.163231657048638,2018-07-01
2018,3,Salta,39.43,-1.276915373059584,-1.0291164658634666,2018-07-01
2018,3,San Juan,33.05,0.3034901365705389,2.1007105344454717,2018-07-01
2018,3,San Luis,52.35,245.54455445544556,238.1782945736434,2018-07-01
2018,3,Santa Cruz,32.73,-1.8001800180018068,-1.682186842895772,2018-07-01
2018,3,Santa Fe,63.41,1.3424964040274825,4.104416351994744,2018-07-01
2018,3,Santiago Del Estero,36.25,2.80771412365286,3.217539863325758,2018-07-01
2018,3,Tierra Del Fuego,92.77,1.2662373103373037,41.11651962275631,2018-07-01
2018,3,Tucumán,41.68,0.4095398699108799,4.987405541561696,2018-07-01
2018,4,Buenos Aires,64.6,0.248292985723153,12.13331018920325,2018-10-01
2018,4,Capital Federal,108.27,-0.1659751037344503,-11.903986981285607,2018-10-01
2018,4,Catamarca,32.23,-2.0959902794653877,12.613556953179582,2018-10-01
2018,4,Chaco,32.59,0.9603469640644402,5.777345017851365,2018-10-01
2018,4,Chubut,42.61,-24.43695690725306,-17.19782355227362,2018-10-01
2018,4,Corrientes,34.57,0.9343065693430574,6.303813038130368,2018-10-01
2018,4,Córdoba,65.09,1.3231631382316422,2.7790936365071905,2018-10-01
2018,4,Entre Ríos,54.37,8.263639984070092,13.531008561286283,2018-10-01
2018,4,Formosa,29.74,0.5409060175794567,39.821344616831226,2018-10-01
2018,4,Jujuy,46.53,100.04299226139293,104.61741424802112,2018-10-01
2018,4,La Pampa,73.49,2.425087108013924,3.434201266713588,2018-10-01
2018,4,La Rioja,50.35,-0.7490636704119757,-2.365716501842152,2018-10-01
2018,4,Mendoza,37.76,-0.6054224795999041,13.291329132913289,2018-10-01
2018,4,Misiones,34.45,7.3208722741433085,10.629415542710351,2018-10-01
2018,4,Neuquén,59.07,-2.347495453794013,-3.5434356629653885,2018-10-01
2018,4,Río Negro,51.86,2.611792639493471,5.022276225192379,2018-10-01
2018,4,Salta,39.8,0.9383717981232608,0.0,2018-10-01
2018,4,San Juan,31.9,-3.479576399394857,5.280528052805278,2018-10-01
2018,4,San Luis,67.55,29.03533906399236,537.865911237016,2018-10-01
2018,4,Santa Cruz,23.69,-27.61992056217536,-18.05603597371152,2018-10-01
2018,4,Santa Fe,65.59,3.437943542028088,6.28747366715281,2018-10-01
2018,4,Santiago Del Estero,37.4,3.1724137931034457,28.389975969790605,2018-10-01
2018,4,Tierra Del Fuego,93.59,0.8839064352700321,56.26982801803307,2018-10-01
2018,4,Tucumán,41.76,0.1919385796545158,4.6616541353383445,2018-10-01
2019,1,Buenos Aires,66.24,2.5386996904024794,5.764010857416557,2019-01-01
2019,1,Capital Federal,109.2,0.8589637018564744,2.7861445783132543,2019-01-01
2019,1,Catamarca,32.19,-0.1241079739373263,-1.8298261665141813,2019-01-01
2019,1,Chaco,32.64,0.1534212948757218,5.8709049626986864,2019-01-01
2019,1,Chubut,43.0,0.9152781037315094,-19.955323901712585,2019-01-01
2019,1,Corrientes,35.13,1.6199016488284812,7.562767911818757,2019-01-01
2019,1,Córdoba,65.52,0.6606237517283731,3.148614609571787,2019-01-01
2019,1,Entre Ríos,56.79,4.450983998528613,16.659819227608864,2019-01-01
2019,1,Formosa,29.68,-0.2017484868863439,38.691588785046726,2019-01-01
2019,1,Jujuy,46.41,-0.2578981302385652,100.73529411764706,2019-01-01
2019,1,La Pampa,76.35,3.891685943665801,6.411149825783968,2019-01-01
2019,1,La Rioja,50.18,-0.337636544190667,-2.449455676516321,2019-01-01
2019,1,Mendoza,37.66,-0.2648305084745783,1.5915834906932824,2019-01-01
2019,1,Misiones,36.26,5.2539912917271225,17.1188630490956,2019-01-01
2019,1,Neuquén,58.88,-0.3216522769595387,-4.29128738621587,2019-01-01
2019,1,Río Negro,53.57,3.2973389895873506,7.527097551184259,2019-01-01
2019,1,Salta,40.1,0.7537688442211143,0.8044243338360957,2019-01-01
2019,1,San Juan,31.83,-0.2194357366771204,-2.3919043238270543,2019-01-01
2019,1,San Luis,67.34,-0.3108808290155362,344.4884488448845,2019-01-01
2019,1,Santa Cruz,23.67,-0.0844238075137115,-29.448584202682547,2019-01-01
2019,1,Santa Fe,66.97,2.1039792651318834,7.530507385998719,2019-01-01
2019,1,Santiago Del Estero,37.52,0.3208556149732811,7.230637324949996,2019-01-01
2019,1,Tierra Del Fuego,93.38,-0.2243829468960401,43.220858895705504,2019-01-01
2019,1,Tucumán,41.63,-0.3113026819923314,1.0927634774162254,2019-01-01
2019,2,Buenos Aires,67.85,2.430555555555558,8.07582032494425,2019-04-01
2019,2,Capital Federal,110.55,1.236263736263732,3.773584905660377,2019-04-01
2019,2,Catamarca,32.13,-0.1863932898415465,-2.2215459525258607,2019-04-01
2019,2,Chaco,34.14,4.595588235294112,9.248000000000012,2019-04-01
2019,2,Chubut,46.99,9.27906976744186,-14.408014571948993,2019-04-01
2019,2,Corrientes,38.16,8.625106746370603,12.866015971606014,2019-04-01
2019,2,Córdoba,68.07,3.891941391941378,7.586533902323356,2019-04-01
2019,2,Entre Ríos,57.48,1.2150026413100925,16.82926829268292,2019-04-01
2019,2,Formosa,30.42,2.4932614555256194,3.3639143730886945,2019-04-01
2019,2,Jujuy,44.51,-4.093945270415855,89.97012377294067,2019-04-01
2019,2,La Pampa,77.08,0.9561231172233288,8.50225225225223,2019-04-01
2019,2,La Rioja,48.7,-2.949382223993613,-4.472342094939186,2019-04-01
2019,2,Mendoza,40.75,8.204992033988322,10.22450635650527,2019-04-01
2019,2,Misiones,39.15,7.970215113072254,23.774897249446724,2019-04-01
2019,2,Neuquén,63.08,7.133152173913038,4.7144754316069015,2019-04-01
2019,2,Río Negro,61.09,14.037707672204602,21.814556331007,2019-04-01
2019,2,Salta,41.89,4.463840399002494,4.882323485227857,2019-04-01
2019,2,San Juan,35.6,11.844172164624588,8.042488619119869,2019-04-01
2019,2,San Luis,81.79,21.45827145827146,439.8679867986799,2019-04-01
2019,2,Santa Cruz,28.85,21.884241656104763,-13.441344134413436,2019-04-01
2019,2,Santa Fe,67.42,0.6719426608929435,7.751318523253947,2019-04-01
2019,2,Santiago Del Estero,52.79,40.69829424307034,49.71639251276234,2019-04-01
2019,2,Tierra Del Fuego,94.8,1.520668237309919,3.4821526034275685,2019-04-01
2019,2,Tucumán,40.14,-3.579149651693492,-3.3004095398699085,2019-04-01
2019,3,Buenos Aires,69.36,2.225497420781153,7.635009310986973,2019-07-01
2019,3,Capital Federal,112.65,1.899592944369077,3.8727524204702712,2019-07-01
2019,3,Catamarca,30.88,-3.890445066915671,-6.196840826245453,2019-07-01
2019,3,Chaco,35.85,5.008787346221433,11.05947955390334,2019-07-01
2019,3,Chubut,47.57,1.2343051713130435,-15.641071111899274,2019-07-01
2019,3,Corrientes,38.49,0.8647798742138502,12.379562043795625,2019-07-01
2019,3,Córdoba,68.59,0.7639194946378769,6.771481942714841,2019-07-01
2019,3,Entre Ríos,57.9,0.7306889352818313,15.292712066905612,2019-07-01
2019,3,Formosa,30.11,-1.019066403681801,1.7917511832319155,2019-07-01
2019,3,Jujuy,44.32,-0.4268703662098305,90.54170249355116,2019-07-01
2019,3,La Pampa,77.45,0.4800207576543869,7.94425087108015,2019-07-01
2019,3,La Rioja,47.94,-1.560574948665305,-5.49970431697221,2019-07-01
2019,3,Mendoza,40.74,-0.0245398773006111,7.238747038694382,2019-07-01
2019,3,Misiones,39.33,0.459770114942537,22.52336448598129,2019-07-01
2019,3,Neuquén,64.14,1.6804058338617756,6.034055215738143,2019-07-01
2019,3,Río Negro,63.42,3.8140448518579007,25.48476454293629,2019-07-01
2019,3,Salta,44.48,6.182859871090951,12.807506974384976,2019-07-01
2019,3,San Juan,37.06,4.101123595505629,12.133131618759464,2019-07-01
2019,3,San Luis,85.23,4.205893140970773,62.8080229226361,2019-07-01
2019,3,Santa Cruz,35.63,23.50086655112651,8.860372746715562,2019-07-01
2019,3,Santa Fe,68.87,2.150697122515588,8.610629238290501,2019-07-01
2019,3,Santiago Del Estero,55.3,4.754688387952255,52.55172413793103,2019-07-01
2019,3,Tierra Del Fuego,96.46,1.751054852320677,3.977578958715089,2019-07-01
2019,3,Tucumán,39.49,-1.619332336821122,-5.25431861804222,2019-07-01
2019,4,Buenos Aires,64.25,-7.367358708189153,-0.5417956656346701,2019-10-01
2019,4,Capital Federal,106.25,-5.681313803817134,-1.8657061051076007,2019-10-01
2019,4,Catamarca,36.44,18.005181347150256,13.062364256903503,2019-10-01
2019,4,Chaco,36.84,2.761506276150638,13.040810064436936,2019-10-01
2019,4,Chubut,51.15,7.525751524069779,20.04224360478761,2019-10-01
2019,4,Corrientes,38.77,0.7274616783580212,12.1492623662135,2019-10-01
2019,4,Córdoba,70.48,2.755503717743113,8.280841911199888,2019-10-01
2019,4,Entre Ríos,57.99,0.1554404145077681,6.658083501931222,2019-10-01
2019,4,Formosa,30.47,1.1956160743938904,2.454606590450581,2019-10-01
2019,4,Jujuy,45.38,2.391696750902539,-2.4715237481194863,2019-10-01
2019,4,La Pampa,76.92,-0.6843124596513928,4.667301673697111,2019-10-01
2019,4,La Rioja,47.14,-1.6687526074259385,-6.37537239324727,2019-10-01
2019,4,Mendoza,33.65,-17.40304369170349,-10.884533898305085,2019-10-01
2019,4,Misiones,39.79,1.1695906432748648,15.500725689404929,2019-10-01
2019,4,Neuquén,59.36,-7.452447770502024,0.4909429490435046,2019-10-01
2019,4,Río Negro,55.71,-12.15704824976348,7.423833397608948,2019-10-01
2019,4,Salta,50.35,13.19694244604317,26.507537688442227,2019-10-01
2019,4,San Juan,32.85,-11.359956826767403,2.9780564263322877,2019-10-01
2019,4,San Luis,74.92,-12.096679572920332,10.910436713545524,2019-10-01
2019,4,Santa Cruz,36.71,3.0311535223126462,54.959898691430986,2019-10-01
2019,4,Santa Fe,69.48,0.8857267315231621,5.930782131422463,2019-10-01
2019,4,Santiago Del Estero,42.92,-22.38698010849909,14.759358288770065,2019-10-01
2019,4,Tierra Del Fuego,79.7,-17.37507775243623,-14.841329201837803,2019-10-01
2019,4,Tucumán,47.65,20.663459103570524,14.1044061302682,2019-10-01
2020,1,Buenos Aires,64.33,0.1245136186770468,-2.883454106280192,2020-01-01
2020,1,Capital Federal,105.98,-0.2541176470588158,-2.9487179487179493,2020-01-01
2020,1,Catamarca,37.62,3.2381997804610263,16.868592730661703,2020-01-01
2020,1,Chaco,37.48,1.7372421281215855,14.828431372549012,2020-01-01
2020,1,Chubut,51.27,0.2346041055718561,19.232558139534884,2020-01-01
2020,1,Corrientes,38.73,-0.1031725561000951,10.247651579846265,2020-01-01
2020,1,Córdoba,70.69,0.2979568671963584,7.890720390720385,2020-01-01
2020,1,Entre Ríos,56.12,-3.2246939127435814,-1.1797851734460352,2020-01-01
2020,1,Formosa,30.23,-0.7876599934361628,1.8530997304582184,2020-01-01
2020,1,Jujuy,46.67,2.8426619656236163,0.5602240896358746,2020-01-01
2020,1,La Pampa,75.77,-1.495059802392107,-0.7596594629993403,2020-01-01
2020,1,La Rioja,46.35,-1.6758591429783642,-7.632522917497009,2020-01-01
2020,1,Mendoza,33.14,-1.515601783060916,-12.002124269782255,2020-01-01
2020,1,Misiones,39.02,-1.9351595878361327,7.611693325979063,2020-01-01
2020,1,Neuquén,61.85,4.194743935309986,5.044157608695654,2020-01-01
2020,1,Río Negro,55.12,-1.0590558248070423,2.893410490946424,2020-01-01
2020,1,Salta,49.6,-1.4895729890764595,23.690773067331676,2020-01-01
2020,1,San Juan,32.39,-1.4003044140030507,1.759346528432304,2020-01-01
2020,1,San Luis,76.31,1.855312333155368,13.320463320463327,2020-01-01
2020,1,Santa Cruz,35.97,-2.0157995096703907,51.96451204055765,2020-01-01
2020,1,Santa Fe,69.52,0.0575705238917478,3.807675078393302,2020-01-01
2020,1,Santiago Del Estero,42.47,-1.0484622553588174,13.192963752665232,2020-01-01
2020,1,Tierra Del Fuego,76.07,-4.55457967377667,-18.537159991432866,2020-01-01
2020,1,Tucumán,47.85,0.4197271773347388,14.94114821042518,2020-01-01
2020,2,Buenos Aires,65.22,1.3834913726099796,-3.8761974944730992,2020-04-01
2020,2,Capital Federal,106.41,0.4057369314965031,-3.744911804613293,2020-04-01
2020,2,Catamarca,45.43,20.76023391812867,41.39433551198255,2020-04-01
2020,2,Chaco,39.83,6.270010672358595,16.66666666666665,2020-04-01
2020,2,Chubut,57.34,11.839282231324354,22.02596297084487,2020-04-01
2020,2,Corrientes,40.3,4.05370513813581,5.607966457023061,2020-04-01
2020,2,Córdoba,72.71,2.857547036355923,6.816512413691789,2020-04-01
2020,2,Entre Ríos,56.54,0.7483962936564614,-1.6353514265831537,2020-04-01
2020,2,Formosa,31.14,3.010254713860405,2.3668639053254337,2020-04-01
2020,2,Jujuy,47.89,2.614098992929081,7.5937991462592835,2020-04-01
2020,2,La Pampa,76.1,0.4355285733139702,-1.2714063310845902,2020-04-01
2020,2,La Rioja,49.84,7.529665587918011,2.340862422997958,2020-04-01
2020,2,Mendoza,36.25,9.384429692214846,-11.042944785276076,2020-04-01
2020,2,Misiones,40.89,4.792414146591484,4.444444444444451,2020-04-01
2020,2,Neuquén,63.9,3.3144704931285407,1.2999365884591052,2020-04-01
2020,2,Río Negro,56.37,2.26777939042091,-7.72630545097398,2020-04-01
2020,2,Salta,51.58,3.991935483870957,23.132012413463837,2020-04-01
2020,2,San Juan,35.09,8.335906143871563,-1.4325842696629176,2020-04-01
2020,2,San Luis,78.41,2.7519329052548835,-4.132534539674793,2020-04-01
2020,2,Santa Cruz,35.79,-0.5004170141784781,24.05545927209705,2020-04-01
2020,2,Santa Fe,70.0,0.6904487917146263,3.826757638682876,2020-04-01
2020,2,Santiago Del Estero,43.47,2.3546032493524827,-17.654858874786893,2020-04-01
2020,2,Tierra Del Fuego,76.37,0.3943736032601785,-19.44092827004219,2020-04-01
2020,2,Tucumán,51.78,8.213166144200624,28.998505231689094,2020-04-01
2020,3,Buenos Aires,67.66,3.7411836859858822,-2.450980392156865,2020-07-01
2020,3,Capital Federal,107.68,1.193496851799658,-4.411895250776743,2020-07-01
2020,3,Catamarca,47.16,3.808056350429223,52.720207253886,2020-07-01
2020,3,Chaco,41.54,4.293246296761244,15.871687587168749,2020-07-01
2020,3,Chubut,68.34,19.18381583536799,43.66197183098593,2020-07-01
2020,3,Corrientes,41.75,3.5980148883374863,8.469732398025464,2020-07-01
2020,3,Córdoba,75.22,3.4520698665933214,9.66613208922582,2020-07-01
2020,3,Entre Ríos,58.19,2.9182879377431803,0.5008635578583664,2020-07-01
2020,3,Formosa,31.91,2.47270391779062,5.978080371969452,2020-07-01
2020,3,Jujuy,54.04,12.841929421591146,21.931407942238263,2020-07-01
2020,3,La Pampa,79.26,4.152431011826563,2.336991607488703,2020-07-01
2020,3,La Rioja,50.12,0.561797752808979,4.547350855235721,2020-07-01
2020,3,Mendoza,37.35,3.0344827586207046,-8.321060382916057,2020-07-01
2020,3,Misiones,41.6,1.7363658596233789,5.771675565725909,2020-07-01
2020,3,Neuquén,65.24,2.0970266040688523,1.714998440910498,2020-07-01
2020,3,Río Negro,57.05,1.2063154160014244,-10.044150110375282,2020-07-01
2020,3,Salta,52.32,1.4346645986816675,17.625899280575542,2020-07-01
2020,3,San Juan,38.79,10.544314619549722,4.668105774419851,2020-07-01
2020,3,San Luis,79.96,1.9767886749139096,-6.183268802065012,2020-07-01
2020,3,Santa Cruz,35.95,0.4470522492316497,0.8981195621667215,2020-07-01
2020,3,Santa Fe,72.12,3.028571428571425,4.719035864672572,2020-07-01
2020,3,Santiago Del Estero,43.38,-0.207039337474113,-21.555153707052437,2020-07-01
2020,3,Tierra Del Fuego,76.81,0.5761424643184521,-20.37113829566659,2020-07-01
2020,3,Tucumán,53.23,2.800308999613743,34.79361863762978,2020-07-01
2020,4,Buenos Aires,68.98,1.9509311262193352,7.361867704280156,2020-10-01
2020,4,Capital Federal,108.31,0.5850668647845447,1.9388235294117704,2020-10-01
2020,4,Catamarca,49.41,4.770992366412208,35.5927552140505,2020-10-01
2020,4,Chaco,43.03,3.5869041887337527,16.802388707926163,2020-10-01
2020,4,Chubut,68.35,0.0146327187591221,33.626588465298134,2020-10-01
2020,4,Corrientes,42.43,1.6287425149700496,9.440288883157066,2020-10-01
2020,4,Córdoba,78.08,3.802180271204469,10.78320090805902,2020-10-01
2020,4,Entre Ríos,59.47,2.199690668499743,2.55216416623556,2020-10-01
2020,4,Formosa,32.49,1.8176120338452064,6.629471611421089,2020-10-01
2020,4,Jujuy,53.46,-1.0732790525536662,17.80520052886734,2020-10-01
2020,4,La Pampa,81.77,3.166792833711818,6.305252210088397,2020-10-01
2020,4,La Rioja,50.11,-0.0199521149241821,6.30038184132371,2020-10-01
2020,4,Mendoza,38.63,3.427041499330663,14.7994056463596,2020-10-01
2020,4,Misiones,42.64,2.499999999999991,7.162603669263645,2020-10-01
2020,4,Neuquén,67.0,2.697731453096264,12.870619946091644,2020-10-01
2020,4,Río Negro,61.09,7.0815074496056285,9.657153114342144,2020-10-01
2020,4,Salta,54.04,3.287461773700296,7.328699106256198,2020-10-01
2020,4,San Juan,36.32,-6.36762052075277,10.563165905631644,2020-10-01
2020,4,San Luis,81.68,2.1510755377688984,9.022957821676458,2020-10-01
2020,4,Santa Cruz,37.0,2.9207232267037364,0.7899754835194672,2020-10-01
2020,4,Santa Fe,73.58,2.024403771491956,5.900978698906156,2020-10-01
2020,4,Santiago Del Estero,43.75,0.8529276164130906,1.9338303821062384,2020-10-01
2020,4,Tierra Del Fuego,76.27,-0.7030334591850096,-4.3036386449184505,2020-10-01
2020,4,Tucumán,54.78,2.91189179034379,14.96327387198322,2020-10-01
2021,1,Buenos Aires,69.11,0.1884604233110876,7.430436810197416,2021-01-01
2021,1,Capital Federal,108.42,0.1015603360723815,2.3023211926778586,2021-01-01
2021,1,Catamarca,48.9,-1.032179720704307,29.984051036682622,2021-01-01
2021,1,Chaco,43.14,0.2556356030676276,15.101387406616883,2021-01-01
2021,1,Chubut,68.99,0.9363569861009502,34.56212209869318,2021-01-01
2021,1,Corrientes,42.66,0.5420692905962587,10.147172734314491,2021-01-01
2021,1,Córdoba,78.59,0.6531762295082011,11.175555241193958,2021-01-01
2021,1,Entre Ríos,60.44,1.6310744913401676,7.697790449037778,2021-01-01
2021,1,Formosa,32.73,0.7386888273314796,8.269930532583514,2021-01-01
2021,1,Jujuy,55.63,4.05910961466518,19.19862866938076,2021-01-01
2021,1,La Pampa,81.78,0.0122294239941256,7.93189916853636,2021-01-01
2021,1,La Rioja,49.81,-0.5986828976252134,7.4649406688241715,2021-01-01
2021,1,Mendoza,39.15,1.3461040641987942,18.135184067592025,2021-01-01
2021,1,Misiones,43.17,1.2429643527204437,10.635571501793953,2021-01-01
2021,1,Neuquén,66.84,-0.2388059701492473,8.067906224737275,2021-01-01
2021,1,Río Negro,60.88,-0.343755115403499,10.449927431059525,2021-01-01
2021,1,Salta,53.93,-0.2035529237601752,8.729838709677406,2021-01-01
2021,1,San Juan,39.06,7.544052863436135,20.59277554800865,2021-01-01
2021,1,San Luis,81.24,-0.5386875612145126,6.460490106145977,2021-01-01
2021,1,Santa Cruz,41.65,12.56756756756756,15.790936891854312,2021-01-01
2021,1,Santa Fe,73.92,0.4620820875237852,6.329113924050644,2021-01-01
2021,1,Santiago Del Estero,45.67,4.388571428571431,7.534730397927958,2021-01-01
2021,1,Tierra Del Fuego,77.35,1.4160220270093005,1.682660707243322,2021-01-01
2021,1,Tucumán,54.82,0.0730193501277787,14.566353187042846,2021-01-01
2021,2,Buenos Aires,70.0,1.2878020546954083,7.329040171726464,2021-04-01
2021,2,Capital Federal,110.14,1.5864231691569808,3.505309651348565,2021-04-01
2021,2,Catamarca,52.34,7.034764826175888,15.210213515298276,2021-04-01
2021,2,Chaco,43.33,0.4404265183124645,8.787346221441128,2021-04-01
2021,2,Chubut,72.29,4.783301927815642,26.07254970352284,2021-04-01
2021,2,Corrientes,43.54,2.0628223159868897,8.039702233250633,2021-04-01
2021,2,Córdoba,80.12,1.946812571573986,10.191170402970728,2021-04-01
2021,2,Entre Ríos,61.66,2.0185307743216363,9.055535903784918,2021-04-01
2021,2,Formosa,33.23,1.52765047357164,6.711624919717396,2021-04-01
2021,2,Jujuy,56.18,0.9886751752651302,17.31050323658383,2021-04-01
2021,2,La Pampa,82.08,0.3668378576669129,7.858081471747713,2021-04-01
2021,2,La Rioja,76.98,54.54727966271833,54.45425361155698,2021-04-01
2021,2,Mendoza,40.97,4.64878671775224,13.0206896551724,2021-04-01
2021,2,Misiones,45.01,4.26221913365763,10.075813157251146,2021-04-01
2021,2,Neuquén,69.14,3.441053261520044,8.200312989045377,2021-04-01
2021,2,Río Negro,61.94,1.741130091984222,9.881142451658675,2021-04-01
2021,2,Salta,54.93,1.854255516410164,6.494765412950754,2021-04-01
2021,2,San Juan,39.28,0.5632360471070186,11.940723852949551,2021-04-01
2021,2,San Luis,83.48,2.757262432299368,6.466011988266818,2021-04-01
2021,2,Santa Cruz,44.01,5.666266506602646,22.96730930427493,2021-04-01
2021,2,Santa Fe,75.07,1.5557359307359242,7.242857142857129,2021-04-01
2021,2,Santiago Del Estero,46.56,1.9487628640245225,7.108350586611456,2021-04-01
2021,2,Tierra Del Fuego,67.89,-12.230122818358105,-11.103836585046489,2021-04-01
2021,2,Tucumán,54.93,0.2006566946370025,6.083429895712622,2021-04-01
2021,3,Buenos Aires,71.68,2.400000000000002,5.941472066213427,2021-07-01
